Sector,Suprafata_mp,Numar_Camere,Etaj,An_Constructie,Distanta_Metrou_km,Bai,Balcon,Pret_Euro
5,56.2,5,3,2023,0.93,1,1,165400.0
1,30.0,4,4,1995,0.59,1,1,99000.0
1,61.8,3,0,2002,0.97,2,1,153500.0
1,59.0,1,0,2002,1.39,2,1,100600.0
3,61.6,5,1,1977,5.0,1,1,86300.0
6,75.8,1,7,1989,4.17,2,1,43300.0
3,97.4,5,6,1985,2.97,1,0,154100.0
6,65.2,2,9,1990,3.3,2,1,63900.0
1,52.7,1,8,2014,0.95,1,0,96300.0
5,41.8,2,4,2024,1.61,1,0,70400.0
6,58.3,1,1,1995,3.38,1,1,41000.0
4,30.0,3,6,1992,0.75,1,0,43900.0
4,51.9,4,7,1987,4.9,2,0,70100.0
2,101.1,2,6,2000,0.81,2,0,186200.0
6,49.4,5,6,2021,1.38,1,1,111900.0
5,85.7,3,4,2011,1.86,1,1,129500.0
3,39.3,1,1,1981,4.51,2,0,37600.0
1,114.3,2,5,1970,0.42,2,1,208500.0
2,115.9,1,3,2011,2.06,1,0,195700.0
4,84.8,1,9,1978,1.1,1,1,78600.0
3,119.8,1,1,1972,0.47,2,1,141700.0
3,78.9,4,8,2020,2.25,1,1,155300.0
1,89.2,4,6,1995,1.21,1,1,210900.0
6,101.5,5,5,1978,1.62,1,1,132900.0
4,74.5,2,4,2011,0.58,2,0,133400.0
5,31.2,3,2,2020,0.98,2,1,78500.0
3,89.7,3,9,1985,1.44,2,0,112700.0
1,58.2,3,9,1993,0.78,2,1,103900.0
5,60.1,1,3,2019,0.33,2,0,91400.0
6,77.4,4,2,1983,4.89,1,1,66400.0
4,84.2,2,10,1972,1.07,2,0,77300.0
6,73.8,1,7,2003,1.99,1,0,59800.0
3,85.9,4,2,2002,0.79,2,1,184200.0
5,52.3,4,6,2019,0.66,1,1,98000.0
5,68.9,2,6,1993,0.78,1,1,79000.0
5,91.2,2,6,1978,0.79,2,1,91300.0
3,114.3,2,6,1982,1.18,2,1,136200.0
3,123.2,1,1,1971,1.18,1,0,113400.0
6,80.8,5,9,1976,1.03,1,0,88900.0
2,91.0,2,2,2017,0.22,1,0,258300.0
6,119.5,5,9,1990,1.03,1,1,190200.0
4,53.2,1,8,1988,0.28,2,0,58700.0
1,85.7,5,2,1994,0.2,1,0,284900.0
5,89.2,3,1,2016,4.05,2,0,96600.0
2,106.2,5,8,1991,1.39,1,0,214500.0
1,41.6,2,9,1980,1.62,2,1,67600.0
2,46.5,1,8,2002,0.77,2,0,84700.0
6,70.5,2,3,2001,3.6,1,1,69600.0
3,79.4,3,8,1990,1.52,1,1,117800.0
5,98.1,2,2,2008,2.2,2,1,123100.0
6,82.9,2,6,1989,0.69,2,0,78100.0
1,66.2,2,6,1977,4.83,1,1,81600.0
1,80.4,4,10,2011,2.58,1,0,207700.0
1,77.5,3,7,2006,2.89,1,1,157400.0
1,113.6,2,9,1978,0.28,1,0,193500.0
1,74.1,2,3,1994,0.47,1,1,162500.0
2,60.4,2,2,1994,0.5,1,1,127200.0
6,81.2,1,2,2002,0.47,2,1,90000.0
5,75.0,4,4,1971,2.9,2,1,97700.0
3,30.7,1,10,1988,0.1,2,1,46600.0
3,69.6,4,0,2015,0.12,2,1,184100.0
6,67.5,2,9,1989,0.48,2,0,65000.0
6,56.4,3,2,2011,0.33,1,1,98800.0
3,95.9,5,5,2010,0.4,1,1,308100.0
3,50.4,5,2,2011,2.4,2,1,125400.0
2,81.4,2,4,1998,1.24,1,0,114900.0
4,66.3,1,8,1975,0.1,1,1,67000.0
5,72.7,3,1,1986,0.84,2,0,64800.0
1,80.3,4,10,1994,0.79,2,0,211000.0
4,37.3,2,1,2007,0.18,2,0,66900.0
6,74.8,3,5,1973,1.69,1,0,66700.0
3,127.2,3,5,1999,1.82,2,1,188000.0
4,31.1,4,10,1989,1.91,2,1,50400.0
5,68.6,3,10,1972,1.96,1,0,63800.0
6,98.1,1,7,1992,0.1,2,1,108500.0
1,77.5,1,10,2020,4.62,1,1,141800.0
1,87.2,1,1,1987,2.52,1,1,103300.0
5,30.0,3,8,1995,3.51,1,1,33900.0
5,85.0,1,1,2005,0.1,1,1,108700.0
3,51.0,4,0,1977,4.07,1,0,57800.0
1,77.7,3,9,1986,2.49,1,1,129000.0
6,69.3,5,1,2000,2.72,1,1,98300.0
4,127.0,3,6,2006,0.15,1,1,230700.0
6,83.7,4,7,2014,2.01,2,1,142100.0
2,67.2,5,4,2002,4.83,1,1,157800.0
2,32.3,3,5,1996,1.7,1,1,62200.0
5,73.0,1,0,2014,1.27,2,0,82800.0
3,90.6,2,5,1973,4.37,1,0,77500.0
2,68.0,2,7,1991,0.88,1,1,113100.0
1,57.4,1,2,1995,1.37,1,1,96200.0
6,55.7,2,10,2001,0.97,2,1,63300.0
6,83.4,2,0,1993,4.05,2,1,76100.0
5,89.0,1,10,2015,0.12,2,1,116000.0
4,104.0,1,3,2004,1.04,2,1,145200.0
5,45.1,3,0,2006,1.74,1,1,55500.0
4,83.1,3,7,2001,2.35,1,0,104500.0
5,67.0,1,4,1976,1.31,1,1,56700.0
5,67.7,4,0,2002,3.59,1,1,89100.0
5,80.0,2,7,2000,4.27,2,0,89100.0
4,80.2,3,8,2024,0.1,2,0,204200.0
4,83.2,2,9,1981,0.77,1,1,100400.0
5,43.6,5,1,1980,0.1,2,0,84000.0
2,51.3,1,8,1993,0.6,1,1,72500.0
3,107.1,4,7,1977,1.15,1,1,166900.0
3,64.5,5,6,2001,3.63,2,1,136100.0
3,77.7,5,2,2007,2.81,1,1,190900.0
4,96.4,5,1,1991,0.2,1,1,177900.0
4,81.6,1,6,2003,0.15,1,1,142400.0
2,83.7,3,4,1988,1.33,1,1,141600.0
3,92.4,1,5,2021,1.14,2,1,136200.0
3,30.0,3,3,1989,0.46,2,1,51300.0
5,57.8,5,1,1983,3.45,1,1,84700.0
4,81.7,5,8,2002,3.93,1,0,146500.0
3,104.7,4,2,1979,0.77,2,1,161100.0
6,71.7,3,6,1985,3.32,2,1,72600.0
2,48.9,5,7,1973,0.73,1,0,96200.0
6,49.5,2,1,1996,2.0,1,0,39200.0
6,92.1,4,5,1997,0.97,2,0,141300.0
2,64.6,1,10,2012,0.2,1,1,124700.0
6,69.8,4,7,1985,3.95,1,1,61100.0
3,85.4,2,6,2021,0.91,1,0,166900.0
4,30.0,3,10,2002,1.99,1,1,43600.0
2,120.0,1,2,2017,0.69,1,1,273300.0
5,51.7,1,0,1988,0.1,1,0,40000.0
6,76.0,3,5,1990,0.16,2,1,100300.0
2,30.0,4,7,1991,1.03,1,1,58000.0
1,59.4,5,5,1978,1.76,1,1,149600.0
1,101.1,4,4,1978,0.61,1,0,222800.0
4,30.0,2,10,1978,1.78,2,0,28500.0
3,98.2,5,7,1996,1.8,1,0,201100.0
4,63.2,4,1,1986,1.83,1,1,90300.0
4,82.2,3,0,2013,1.02,1,1,120100.0
4,86.4,2,0,2014,3.7,2,1,101300.0
4,81.0,2,3,1977,1.01,1,1,85300.0
5,48.4,2,5,1985,0.9,1,0,40200.0
5,60.9,5,8,1987,0.33,1,1,113100.0
2,33.5,1,0,2002,0.55,2,1,58800.0
1,82.3,5,0,1970,0.1,1,1,222700.0
4,112.6,4,4,1981,1.51,2,1,169200.0
2,30.0,1,9,1975,0.43,2,1,44000.0
1,51.0,4,4,2010,0.54,2,0,197700.0
6,65.5,1,4,2024,2.21,1,0,80800.0
3,74.3,5,9,1974,0.59,2,0,128000.0
5,92.0,2,5,1985,0.42,1,0,87700.0
6,66.2,3,7,1987,0.28,1,1,73300.0
1,62.1,2,2,2018,2.24,2,0,146400.0
6,97.6,5,8,1987,0.21,1,0,126100.0
3,86.5,1,0,1970,0.91,1,1,90600.0
1,83.5,2,3,1988,1.06,1,1,150600.0
6,72.8,5,8,2023,1.74,1,1,166400.0
5,94.6,4,7,1977,1.5,1,1,125900.0
5,53.6,3,9,1972,2.5,2,1,52500.0
2,50.2,2,8,1994,0.1,2,1,89000.0
6,88.7,1,0,1974,0.53,2,0,64000.0
4,30.0,4,8,2024,0.49,1,1,83900.0
6,72.3,5,2,2009,0.24,2,1,168500.0
1,62.1,3,10,1988,0.51,1,1,115100.0
1,34.9,1,9,1987,0.56,1,0,54900.0
6,46.7,5,8,2019,1.11,1,1,101500.0
3,67.3,5,0,2022,1.63,1,0,171000.0
5,95.8,2,0,2000,0.72,1,1,101800.0
1,53.7,2,8,2002,1.91,1,1,109300.0
5,100.3,1,10,2016,0.61,1,1,126700.0
1,71.6,5,5,1987,0.51,1,1,205200.0
2,102.8,2,3,2008,1.17,1,1,220600.0
4,54.9,3,6,1985,0.1,2,1,93600.0
1,68.8,3,4,1985,0.12,2,1,164100.0
5,79.2,5,9,2016,0.81,1,1,152200.0
2,65.5,2,6,2007,4.29,1,0,86800.0
1,93.8,1,7,2010,1.92,2,1,192500.0
3,30.0,1,7,1976,0.14,1,0,38500.0
4,130.6,1,0,1983,2.81,2,1,113100.0
1,91.4,3,7,2012,1.98,1,1,245300.0
2,65.7,2,5,2022,1.42,2,1,175300.0
3,56.2,2,3,2017,2.57,1,1,97300.0
6,48.3,3,7,1994,0.78,1,0,59400.0
2,86.1,1,2,2001,0.38,2,0,179100.0
2,94.9,1,3,2007,1.08,1,1,134300.0
3,65.9,5,5,1991,1.19,1,0,133400.0
2,97.7,4,10,1985,1.16,1,1,172600.0
3,47.3,2,6,2021,1.25,2,0,92300.0
1,42.9,2,3,1998,4.46,1,1,61900.0
3,115.3,2,3,1985,3.49,1,0,97400.0
3,84.8,4,6,1981,3.13,1,1,116400.0
4,104.9,5,5,1986,2.42,1,1,150800.0
3,48.7,4,10,2006,4.31,2,1,80800.0
3,46.9,1,7,1996,0.16,1,0,67200.0
6,61.0,1,0,1994,0.46,1,1,55700.0
1,49.4,2,9,1982,1.02,1,0,72300.0
4,87.6,3,10,1977,2.81,1,1,69100.0
6,51.2,2,6,1974,1.06,1,1,38400.0
5,40.7,3,6,1981,2.07,1,1,40400.0
1,73.6,4,10,2010,0.22,1,1,262100.0
1,37.8,1,6,1972,0.44,2,1,68700.0
5,30.0,3,6,2004,1.97,1,1,46300.0
3,73.3,4,9,2002,0.27,2,1,167700.0
6,30.0,1,9,1991,0.65,1,1,26400.0
2,89.4,3,7,2019,0.46,1,1,235900.0
4,35.1,2,8,2013,0.65,1,1,55600.0
2,30.0,2,8,1978,1.85,1,0,33300.0
5,62.7,2,1,2010,0.69,2,1,94700.0
1,73.6,4,6,1987,1.22,2,1,160300.0
1,82.3,2,6,2019,0.16,2,0,253900.0
4,74.3,5,3,1998,2.45,1,0,123900.0
1,43.5,1,8,2008,0.69,1,1,72700.0
1,87.8,4,7,1996,1.57,1,1,198400.0
4,94.0,2,0,2005,1.94,2,1,112300.0
6,39.9,1,1,2014,0.35,1,1,39000.0
6,65.5,3,1,1986,3.24,1,1,54600.0
4,63.1,2,10,2003,1.44,1,1,84000.0
5,75.5,1,7,2015,0.84,1,1,100500.0
1,64.9,5,0,1972,0.3,2,1,158700.0
1,68.3,3,3,1974,4.28,1,0,103900.0
5,86.0,5,9,1983,2.11,1,1,103100.0
6,42.2,1,4,1972,0.35,1,0,36000.0
3,88.4,5,8,1992,0.62,2,1,207800.0
3,98.5,1,6,2008,2.49,1,1,133400.0
3,110.9,1,7,1999,1.78,2,0,138800.0
6,30.0,5,10,2019,2.18,1,1,62600.0
6,65.4,1,8,2014,0.87,2,1,80800.0
5,30.0,2,6,1992,1.89,2,1,32600.0
1,30.0,1,4,1996,0.73,1,1,54600.0
5,73.6,4,4,2023,0.36,1,1,190500.0
5,60.0,1,9,1979,1.5,1,1,47800.0
6,77.5,4,10,1994,5.0,1,1,85400.0
3,82.2,1,5,1982,0.56,2,1,102600.0
2,101.2,1,4,1985,0.93,1,1,132700.0
1,71.3,5,10,2010,1.68,1,1,243000.0
6,143.1,2,8,2003,1.17,1,0,130200.0
3,77.7,2,2,2024,2.78,1,1,137900.0
2,116.1,3,2,2006,2.15,2,1,231300.0
2,30.0,5,6,1991,0.1,1,1,100200.0
6,103.7,5,6,1986,5.0,2,1,104000.0
4,65.5,2,5,1992,2.09,2,1,77900.0
1,30.0,5,2,2023,2.99,1,0,134800.0
2,80.5,2,6,2005,1.58,1,1,144000.0
6,62.4,5,4,2018,2.91,2,1,160100.0
6,84.5,1,6,1978,0.18,1,1,71800.0
3,95.3,2,1,2021,0.64,1,0,168000.0
4,32.8,2,5,1971,3.14,1,1,30400.0
1,95.4,4,7,2001,0.34,1,1,294500.0
5,70.2,5,0,2019,0.12,2,0,169800.0
3,103.8,5,3,2022,2.33,1,1,265600.0
2,64.9,2,10,1991,2.71,1,0,80000.0
2,58.2,1,0,2012,0.27,2,1,117000.0
3,70.7,1,0,1982,2.89,2,1,70200.0
6,72.5,1,9,1977,1.74,1,0,55700.0
2,53.4,5,10,1970,1.1,2,0,125000.0
4,57.6,4,7,1986,2.66,1,1,70800.0
1,39.3,2,6,1981,0.82,2,1,67100.0
4,59.1,3,9,1973,0.32,1,1,71500.0
2,86.9,4,0,2022,0.5,1,1,309600.0
5,66.6,3,10,1982,1.06,2,1,68400.0
1,95.2,4,1,2000,1.14,1,0,216900.0
1,65.4,1,3,2010,2.46,2,1,129300.0
3,34.2,5,0,1976,2.35,1,1,65200.0
3,84.9,3,2,1992,1.31,2,1,145300.0
5,53.2,4,7,1993,2.28,2,1,77000.0
6,64.2,5,7,1974,0.32,1,0,104300.0
1,100.9,3,7,1974,0.1,2,0,177500.0
5,41.0,2,5,1986,3.1,1,1,35100.0
3,74.1,4,5,1999,0.12,2,1,176200.0
3,69.0,2,4,1978,0.42,1,1,86300.0
1,87.5,1,8,1975,1.78,2,1,109100.0
4,91.4,2,3,1994,0.79,1,1,99600.0
2,76.6,2,9,1988,3.14,1,1,97900.0
3,61.0,4,6,1985,0.53,1,1,102200.0
6,81.8,1,0,1990,0.1,1,0,74800.0
6,103.4,2,8,1971,0.54,2,0,95100.0
3,69.3,5,6,1979,1.29,1,1,143300.0
4,63.3,3,9,1985,0.71,2,1,76700.0
4,79.7,2,8,2006,1.15,1,1,93800.0
5,71.0,1,6,1984,3.14,1,1,53500.0
6,36.6,2,1,1982,3.65,1,1,27800.0
5,76.0,3,5,1982,0.46,2,0,90200.0
6,36.3,1,9,2001,0.93,2,1,38800.0
2,79.4,4,10,2014,1.19,1,0,167200.0
2,50.1,1,3,2016,4.47,1,0,69200.0
1,70.9,4,2,2015,5.0,1,1,202400.0
5,79.8,1,1,1977,0.4,2,0,69300.0
3,131.3,3,5,2012,1.95,1,1,235700.0
5,88.6,3,7,1987,0.71,2,0,93500.0
3,104.1,1,5,2005,0.1,1,0,172100.0
4,116.8,2,8,1995,0.1,2,1,152500.0
5,82.2,3,4,1979,0.93,2,1,96300.0
4,77.1,4,1,2000,1.01,1,0,142900.0
2,43.3,4,7,2002,0.1,1,0,143900.0
2,67.1,5,8,1998,1.74,1,1,134300.0
1,51.9,4,9,1974,0.52,1,1,119000.0
5,60.0,5,3,1982,1.23,2,1,93800.0
4,116.8,1,5,1970,0.54,1,1,115500.0
3,72.9,1,10,1992,0.27,2,0,102500.0
2,48.1,1,9,2009,0.78,1,1,76700.0
2,104.4,2,7,1972,0.4,1,1,160900.0
3,93.9,2,8,1972,1.15,1,1,102500.0
4,95.2,5,4,1976,0.33,1,0,176600.0
4,30.0,4,5,2005,1.07,1,1,57400.0
5,118.7,4,10,2004,0.26,1,0,196800.0
5,56.0,1,3,1984,1.67,1,0,39800.0
6,89.4,3,4,2009,2.1,1,0,98200.0
6,133.1,2,6,1972,0.18,1,0,148800.0
1,123.9,2,8,1998,0.95,1,1,204500.0
2,45.6,1,9,1999,0.11,1,1,66100.0
5,33.9,2,10,2008,1.37,2,0,42300.0
4,105.8,1,5,1987,0.46,1,1,106000.0
3,73.6,5,5,1980,1.12,2,1,137400.0
4,57.5,4,7,2012,1.09,1,1,129600.0
2,85.5,3,10,2018,3.87,2,1,175800.0
6,65.9,4,3,2007,1.19,1,0,97600.0
4,87.5,4,2,2009,1.31,2,1,161700.0
1,71.7,5,6,1970,0.77,1,1,178100.0
2,88.1,2,4,1998,4.47,2,1,133200.0
6,47.6,3,1,1979,2.25,1,1,40800.0
3,105.6,2,1,1997,0.5,1,1,127100.0
6,87.4,4,10,2000,2.79,2,1,116300.0
1,86.2,1,5,1988,0.85,1,0,110000.0
2,42.1,4,7,1972,2.65,1,1,88000.0
3,112.5,2,0,2005,2.6,1,0,125000.0
1,69.7,4,10,2012,0.31,1,1,219800.0
6,88.2,1,5,1984,1.81,2,0,69000.0
1,61.9,5,1,2002,0.52,1,1,210100.0
2,76.5,2,1,2010,0.53,2,1,164300.0
5,77.4,4,6,2012,0.53,1,1,161500.0
1,30.0,2,9,2020,1.94,1,1,79600.0
1,84.6,5,0,2014,0.39,2,1,320200.0
6,119.1,4,5,1995,0.1,2,1,210300.0
6,83.5,4,6,1985,1.88,2,1,91500.0
3,46.1,2,7,2005,0.28,1,1,88700.0
6,86.2,2,6,2002,0.17,1,1,117000.0
4,96.5,1,5,1989,0.41,1,1,100600.0
2,82.8,5,8,1982,0.72,1,1,190700.0
2,68.1,1,2,2002,0.97,1,0,118800.0
5,63.9,4,10,1974,0.1,2,1,91500.0
5,63.8,2,5,2006,5.0,2,1,72600.0
2,87.4,4,3,1983,1.89,1,1,139100.0
5,34.8,4,1,1996,0.59,1,1,57500.0
3,60.7,3,0,1992,0.58,2,0,94900.0
6,109.9,3,0,1983,0.89,1,1,89900.0
2,110.9,4,10,2009,1.48,1,1,261800.0
5,33.0,2,9,1973,0.24,1,1,31500.0
2,41.7,4,2,2008,0.31,1,0,119000.0
4,63.2,3,3,2021,2.94,2,1,120000.0
1,92.3,2,1,1988,0.44,1,1,168600.0
6,30.0,4,10,2016,0.72,1,0,52700.0
2,68.6,5,10,2023,3.08,1,0,226500.0
1,58.1,5,10,1973,1.63,2,1,147400.0
5,103.1,4,0,1999,0.63,2,0,139400.0
1,30.0,2,3,1988,1.73,1,1,45300.0
6,72.3,4,6,2000,0.1,1,0,114500.0
2,60.2,4,9,2000,2.0,1,1,137000.0
4,106.7,3,10,1978,1.0,1,1,106300.0
5,84.9,5,5,2022,2.52,2,1,210100.0
2,55.4,3,5,1982,4.64,1,1,77500.0
6,91.3,3,10,1983,3.9,1,1,66600.0
5,60.3,4,8,2024,3.6,2,1,96600.0
3,95.0,3,1,2015,1.08,1,0,174500.0
1,64.1,5,3,2023,0.67,2,1,276900.0
6,96.4,3,4,1979,0.94,1,0,91900.0
3,80.9,5,0,2017,1.76,1,1,187700.0
2,151.5,3,7,2000,3.23,2,0,280500.0
4,68.7,5,7,2006,0.35,1,1,181400.0
5,79.6,3,5,1992,3.76,2,1,85400.0
1,58.0,3,4,1996,2.53,1,0,108700.0
5,70.1,2,7,1975,5.0,1,0,44100.0
2,30.0,5,2,1995,3.18,2,1,89700.0
5,81.6,5,2,1971,0.49,1,1,129500.0
1,103.6,5,1,2014,0.17,2,1,417700.0
2,79.9,1,4,1982,0.18,1,1,118400.0
5,37.2,3,2,2020,0.52,1,0,77500.0
4,50.0,5,2,2019,1.43,1,1,134600.0
6,30.0,1,5,1988,2.45,1,0,19500.0
2,94.5,2,7,1970,3.44,1,1,120100.0
6,44.8,5,1,2009,1.47,1,1,96900.0
2,69.3,5,3,2001,0.1,1,1,261100.0
4,66.2,1,10,1991,0.31,1,1,72400.0
6,107.2,3,6,2017,0.16,2,0,198600.0
3,72.1,2,0,1998,0.68,1,1,86200.0
1,90.2,5,0,1971,1.04,2,1,181300.0
3,83.7,3,9,2009,0.1,1,0,153200.0
5,104.0,2,6,2007,0.64,1,0,121600.0
4,64.0,4,6,2017,0.3,2,1,182900.0
3,116.7,4,0,2024,1.56,1,1,245200.0
2,30.0,2,0,1980,0.94,1,1,43600.0
5,91.4,1,3,1986,1.03,1,1,80500.0
5,48.3,2,4,2024,0.84,1,0,82600.0
3,57.7,2,4,2020,4.69,1,1,93000.0
3,84.2,1,3,2012,0.36,2,1,148900.0
4,84.0,1,7,1977,1.09,1,0,74200.0
1,85.2,3,6,1991,2.0,2,1,194700.0
3,35.3,3,8,1973,1.22,2,0,45300.0
3,106.2,1,6,1980,3.97,1,0,77000.0
6,47.5,4,9,1977,0.71,1,0,58400.0
2,50.8,4,0,1978,0.93,2,1,97900.0
6,85.9,2,6,1995,0.14,2,1,95400.0
6,62.8,5,0,1971,1.41,1,1,76000.0
5,77.7,2,6,1985,0.51,1,1,73200.0
1,30.0,2,9,2000,0.26,1,1,67600.0
2,77.1,5,7,1975,1.18,1,1,159000.0
4,75.4,1,10,2022,1.14,1,1,107300.0
4,57.3,4,8,1990,0.12,2,1,102700.0
3,30.0,2,2,1995,1.8,1,1,40000.0
3,64.7,5,3,1988,1.47,2,0,124700.0
4,69.1,3,3,1997,0.31,1,1,110400.0
3,60.8,2,8,1977,0.95,1,1,66600.0
1,30.0,4,6,1983,1.91,1,1,74800.0
6,109.9,1,2,1993,1.13,2,0,104100.0
3,54.0,2,9,2017,0.76,2,0,88200.0
5,64.4,2,4,2013,0.58,2,1,110500.0
3,30.0,5,6,2006,1.41,1,0,83700.0
2,109.9,3,7,1995,4.2,1,0,154600.0
1,58.3,3,0,2000,1.67,1,1,108500.0
2,72.5,1,1,2020,0.12,1,1,163300.0
2,98.0,4,6,2001,0.93,2,1,253100.0
5,53.1,1,10,2019,3.32,1,1,54000.0
1,94.1,2,1,2010,0.15,2,0,221100.0
1,30.0,2,6,1971,5.0,1,1,40100.0
1,83.8,3,8,1994,4.47,2,0,133200.0
1,109.3,4,10,2021,0.12,2,1,392700.0
1,55.5,5,1,2013,4.06,1,1,159700.0
5,98.0,4,6,1971,0.68,2,1,119200.0
3,115.8,2,3,2011,2.79,1,1,178200.0
2,63.6,5,10,1970,0.81,1,1,141800.0
1,61.6,4,1,2005,0.87,2,0,170600.0
3,47.5,4,6,1981,1.51,2,1,71300.0
3,57.3,5,4,1978,2.23,1,1,100600.0
2,49.6,2,0,2005,0.1,1,1,88800.0
5,47.5,4,4,2010,1.35,2,1,98900.0
4,100.0,5,2,1997,0.31,2,1,221900.0
4,50.3,2,6,2007,0.64,1,1,63000.0
3,76.5,5,5,2002,0.64,2,0,208900.0
6,71.0,5,7,2011,0.95,1,1,134800.0
6,107.5,4,4,2015,0.61,1,0,213000.0
2,57.4,2,1,1991,0.17,1,1,103000.0
4,79.5,4,8,1994,0.24,1,1,125600.0
3,89.8,1,10,1987,0.1,2,1,97600.0
5,107.2,1,7,1975,0.95,1,1,93700.0
4,57.1,2,5,1987,4.63,2,0,49300.0
3,54.6,5,9,2021,0.18,1,1,176800.0
3,43.5,4,6,1985,4.39,2,1,75200.0
1,125.9,4,8,1984,1.98,2,1,225900.0
5,104.6,2,6,2017,1.52,2,0,153100.0
1,68.9,2,2,1977,1.55,1,1,123300.0
2,118.3,1,5,1982,2.63,1,1,132700.0
1,67.5,3,10,2024,0.17,2,0,206900.0
1,88.1,2,10,2012,1.05,2,1,198700.0
4,70.3,3,6,1976,1.79,1,0,71300.0
6,79.9,2,1,1986,1.33,2,1,74300.0
3,77.3,5,2,2019,2.68,1,0,194300.0
5,59.4,5,3,2001,0.11,1,1,179600.0
1,97.3,1,9,1991,1.76,2,1,167600.0
5,87.9,1,5,2024,1.15,1,1,115800.0
6,95.7,3,0,2020,0.72,2,1,141700.0
6,78.0,2,8,1982,0.62,1,1,67000.0
1,47.3,4,4,2016,1.45,1,0,160100.0
2,112.7,1,6,1992,3.32,1,1,149900.0
1,63.4,4,8,2023,1.03,1,1,233000.0
4,79.1,4,8,1998,2.61,2,1,110600.0
3,85.9,2,0,1991,0.77,1,0,101100.0
2,78.9,3,0,1970,0.16,1,0,123600.0
1,92.9,2,2,1998,0.1,1,1,226200.0
5,96.8,1,5,2017,0.1,1,1,157300.0
2,64.4,4,1,1974,0.72,2,1,126600.0
2,110.6,2,9,2004,0.62,1,1,207800.0
1,63.3,2,10,2024,1.9,1,1,133300.0
2,78.4,2,0,1979,2.04,2,1,92300.0
5,60.3,1,0,1988,0.1,2,1,58700.0
6,53.2,3,4,2006,0.37,2,1,97800.0
2,96.1,2,3,1976,0.48,1,0,130700.0
6,148.0,1,0,2015,1.19,1,0,156000.0
5,61.0,4,3,2004,0.23,2,0,129400.0
1,100.4,5,2,2014,0.22,2,1,459400.0
3,61.9,1,1,1982,4.32,1,0,54500.0
2,69.7,5,8,1979,2.45,2,0,137300.0
3,113.9,2,10,1971,0.3,1,1,148000.0
5,43.2,2,0,1975,0.78,1,0,35600.0
2,36.5,1,6,1977,0.66,2,0,49000.0
6,67.8,5,3,2005,2.35,2,0,120300.0
4,86.6,2,4,1994,1.07,1,0,95500.0
3,81.6,4,9,2013,0.21,2,1,208500.0
2,79.0,3,4,2016,2.01,1,1,138800.0
3,70.9,3,0,2009,0.76,1,1,121000.0
2,89.7,2,5,1976,0.46,2,1,139700.0
1,30.0,5,8,2015,0.71,2,1,116400.0
6,51.2,2,1,1992,1.03,1,1,47800.0
3,67.7,5,6,1988,0.63,1,0,115400.0
4,87.6,4,5,2015,0.42,1,0,222400.0
4,107.2,5,4,1991,0.76,2,1,215700.0
5,47.9,2,3,1982,0.1,1,0,51700.0
2,106.4,4,3,1990,2.22,2,0,195300.0
3,58.7,1,5,1970,0.28,2,1,78600.0
5,66.8,3,3,1988,0.1,2,1,102400.0
3,84.5,2,4,2002,1.59,1,0,141800.0
2,64.9,2,5,1973,2.23,2,0,88400.0
4,97.8,2,4,2011,2.52,1,1,143000.0
1,59.9,4,6,1972,1.02,1,1,122600.0
4,60.3,1,8,1996,0.34,1,0,56700.0
5,96.3,5,9,2021,2.0,1,1,180700.0
6,50.9,1,6,2010,1.8,2,1,60600.0
1,76.2,4,6,2004,0.42,1,1,258900.0
5,30.0,2,3,1997,3.51,1,1,29400.0
2,115.5,3,0,1975,0.17,2,0,214100.0
1,100.2,2,7,1975,5.0,1,1,141300.0
5,138.8,5,3,2024,2.95,2,1,305200.0
2,103.5,3,0,2013,1.75,1,0,173300.0
4,41.8,2,4,1992,4.19,1,1,48200.0
6,86.7,3,7,2002,1.92,2,0,124200.0
2,47.0,1,3,1985,0.32,1,0,58400.0
3,109.5,4,7,1993,0.88,1,1,228100.0
2,42.5,2,7,1974,0.11,1,0,69900.0
2,41.3,5,2,2010,0.74,1,1,149800.0
6,30.0,1,8,2011,2.03,1,1,33300.0
3,57.8,2,2,1982,0.73,1,1,81100.0
5,52.8,1,0,2016,0.6,1,1,63200.0
5,38.5,5,1,1981,1.36,2,1,70000.0
2,119.7,2,5,1974,3.09,1,0,150400.0
3,83.2,5,9,2006,0.1,1,1,213000.0
3,80.3,3,1,2000,0.73,1,1,139800.0
6,109.7,5,5,1997,0.26,2,0,185600.0
4,76.4,3,0,1997,1.78,2,0,90300.0
5,51.3,2,10,1999,0.17,2,0,61200.0
6,30.0,3,0,1987,1.64,2,1,32100.0
1,49.9,2,4,2013,0.51,1,1,138200.0
5,107.6,2,9,1996,0.33,1,1,113200.0
6,38.6,4,10,2004,4.13,1,1,53300.0
5,78.8,2,8,1995,0.1,1,1,79800.0
4,95.8,3,7,2008,0.86,1,1,154000.0
1,77.1,4,2,2018,0.1,1,1,325600.0
4,80.0,4,2,2020,0.99,2,1,190600.0
1,86.4,2,0,1987,1.04,2,1,120500.0
2,79.5,5,2,2002,0.58,1,1,226900.0
6,110.2,5,10,1994,0.21,2,1,194300.0
1,44.0,4,0,2000,0.71,1,1,125400.0
4,76.0,2,7,2006,1.67,1,1,105600.0
5,30.0,5,0,1971,2.29,1,1,51600.0
1,30.0,2,4,2002,1.13,1,1,67500.0
6,68.0,2,8,2008,1.34,1,1,72100.0
